N,P,K,temperature,humidity,ph,rainfall,label
46.42,44.81,45.81,31.23,90.79,7.29,172.38,papaya
58.76,47.02,44.13,26.42,90.02,6.8,155.36,papaya
50.88,48.84,44.14,26.75,93.87,7.42,155.02,papaya
47.33,54.4,40.57,34.78,90.02,7.31,165.37,papaya
59.08,44.75,49.81,25.8,91.21,7.16,176.43,papaya
58.92,46.43,53.05,29.49,94.9,7.44,166.46,papaya
58.29,52.71,43.16,31.24,90.36,7.26,158.73,papaya
46.06,46.0,48.65,33.55,94.87,6.66,153.02,papaya
56.24,48.48,46.72,28.09,92.51,6.51,187.85,papaya
53.16,53.15,48.15,27.38,94.26,6.84,160.34,papaya
54.35,45.37,52.67,29.53,93.63,6.14,169.8,papaya
59.75,52.13,42.4,27.78,91.65,6.98,187.85,papaya
56.24,47.65,52.16,29.37,90.62,6.85,197.62,papaya
56.89,48.68,49.7,34.31,92.14,6.5,198.86,papaya
57.95,44.85,46.96,29.15,90.75,7.44,170.22,papaya
58.13,42.84,48.22,25.24,93.82,6.87,181.28,papaya
45.78,43.17,41.11,27.89,93.14,6.85,180.61,papaya
53.24,44.1,43.67,26.37,94.25,6.92,159.33,papaya
47.66,53.1,51.14,31.59,92.03,6.39,198.97,papaya
56.96,44.53,52.71,32.59,91.49,6.64,159.3,papaya
46.67,50.84,44.01,33.2,94.98,6.11,173.65,papaya
57.03,51.83,51.4,28.49,92.27,6.89,198.7,papaya
49.91,53.85,44.04,34.89,93.35,6.7,180.67,papaya
49.09,44.11,41.7,26.14,91.74,7.14,180.4,papaya
46.54,52.78,49.02,34.61,93.35,6.26,173.69,papaya
54.73,40.42,40.22,26.29,91.26,6.64,174.37,papaya
47.07,50.1,48.94,27.94,90.07,6.12,169.58,papaya
47.31,45.65,49.42,30.47,91.16,6.52,180.7,papaya
57.91,51.3,48.3,28.62,91.83,7.32,151.96,papaya
59.82,49.97,50.22,25.38,93.03,6.73,155.29,papaya
49.17,53.35,48.25,29.13,90.36,7.07,185.14,papaya
54.21,47.65,46.51,30.93,91.17,7.41,179.44,papaya
49.67,46.75,52.09,26.62,91.46,7.02,165.77,papaya
56.89,41.96,51.44,25.68,90.06,7.35,179.07,papaya
50.28,43.49,49.25,30.09,94.96,7.47,181.75,papaya
51.64,47.37,50.24,26.02,91.64,6.11,153.67,papaya
47.94,47.28,51.77,29.85,91.68,6.12,177.51,papaya
49.07,49.22,54.66,26.11,91.06,6.71,198.43,papaya
56.58,53.47,45.01,34.92,90.51,6.08,192.78,papaya
58.91,41.36,41.7,25.33,90.52,6.31,198.5,papaya
55.02,51.68,51.64,30.35,93.99,6.89,165.73,papaya
53.42,48.0,52.35,34.82,92.06,7.15,154.99,papaya
56.65,45.57,40.59,28.63,93.05,6.18,196.2,papaya
46.17,53.95,50.61,28.3,91.95,7.11,180.07,papaya
55.07,45.84,47.32,34.9,91.07,6.63,164.59,papaya
56.48,51.46,44.39,25.81,90.06,6.64,170.52,papaya
59.83,47.05,43.85,33.91,92.46,6.9,154.78,papaya
50.74,54.16,48.84,28.45,93.13,7.37,163.7,papaya
52.58,54.38,42.59,32.2,93.07,7.02,167.56,papaya
49.71,50.26,43.23,29.2,90.94,6.01,198.5,papaya
51.48,54.54,42.1,30.87,91.0,7.19,189.19,papaya
46.69,53.68,42.92,31.13,94.93,7.32,197.83,papaya
50.14,41.58,42.83,30.0,93.97,6.23,182.99,papaya
49.85,45.12,49.93,29.67,94.06,6.23,189.5,papaya
45.96,42.91,49.84,33.55,91.26,6.49,176.86,papaya
48.17,52.17,51.6,26.45,92.32,7.16,166.87,papaya
54.5,40.75,49.13,26.53,94.15,6.53,164.08,papaya
57.61,40.75,45.95,28.7,91.42,7.37,187.55,papaya
45.96,50.72,47.91,34.01,91.56,6.86,175.04,papaya
52.34,46.84,43.08,32.56,92.26,7.44,163.04,papaya
55.24,54.11,49.95,33.71,94.14,6.54,180.01,papaya
47.34,48.03,43.46,32.44,92.64,6.62,163.44,papaya
59.98,41.08,40.65,27.17,94.86,7.47,182.75,papaya
58.2,43.21,54.58,26.43,90.51,6.17,178.66,papaya
56.71,45.5,54.67,29.34,90.75,6.7,183.95,papaya
57.48,46.88,48.9,27.67,93.23,7.48,152.45,papaya
58.3,48.43,43.78,34.55,92.42,6.5,159.07,papaya
48.67,52.49,49.22,34.13,91.16,6.18,150.3,papaya
52.62,54.97,50.42,28.08,94.38,7.17,150.77,papaya
57.25,44.51,42.25,27.26,92.34,6.64,164.44,papaya
47.58,51.43,54.85,32.78,91.48,6.37,160.88,papaya
47.05,48.27,49.08,32.06,93.4,6.44,166.52,papaya
55.22,45.24,43.19,28.74,91.36,6.13,191.51,papaya
57.8,43.3,40.97,32.39,91.06,6.59,153.21,papaya
48.39,51.89,52.07,27.07,91.68,6.2,153.71,papaya
59.88,49.83,48.13,32.65,94.2,7.21,150.83,papaya
47.8,49.82,45.64,34.82,93.33,7.43,160.07,papaya
57.96,44.82,54.84,26.58,92.58,7.19,171.63,papaya
52.02,54.8,46.38,31.04,90.27,7.26,182.41,papaya
51.06,40.24,48.88,25.13,90.01,6.92,159.45,papaya
47.88,49.8,40.81,28.13,90.75,6.87,183.09,papaya
55.82,43.83,41.34,25.79,92.13,7.42,160.89,papaya
48.85,41.51,49.08,31.8,93.21,7.29,174.32,papaya
47.02,44.34,49.94,31.13,92.66,7.02,181.87,papaya
58.22,48.79,51.68,27.49,93.39,7.35,169.29,papaya
56.69,50.87,40.89,30.82,90.65,7.45,190.57,papaya
46.65,41.83,48.92,28.45,90.17,6.81,169.39,papaya
46.52,52.03,53.73,32.57,94.11,6.32,163.18,papaya
48.13,51.48,54.22,32.17,94.41,6.96,169.38,papaya
51.39,41.13,40.47,31.95,92.19,6.83,177.88,papaya
17.77,19.76,19.71,28.88,94.1,6.35,210.36,coconut
23.96,23.66,23.9,27.7,90.17,5.78,177.87,coconut
24.09,21.49,15.82,26.35,90.78,6.89,223.54,coconut
23.6,24.41,17.02,28.1,91.2,6.08,241.47,coconut
20.75,22.38,19.9,25.29,90.32,6.61,221.88,coconut
17.15,22.22,23.11,29.12,93.73,6.21,217.84,coconut
22.64,24.92,18.45,29.11,90.83,5.61,219.34,coconut
24.17,18.95,16.8,27.85,92.28,5.87,173.36,coconut
22.36,15.08,20.39,32.94,91.33,6.81,216.89,coconut
21.55,19.46,18.47,33.36,93.79,5.96,160.3,coconut
15.72,15.94,20.83,25.52,91.68,7.26,179.43,coconut
22.63,22.45,17.46,32.29,93.74,6.19,171.04,coconut
20.21,24.21,21.4,26.73,93.41,6.28,209.15,coconut
22.34,20.15,23.14,32.22,93.08,5.45,233.59,coconut
24.36,16.37,19.88,27.59,93.77,7.16,164.09,coconut
23.77,16.81,22.97,29.57,91.64,5.47,166.76,coconut
21.62,20.5,16.22,26.13,90.36,7.23,221.19,coconut
15.58,20.6,15.85,34.04,94.54,7.09,242.62,coconut
23.11,23.29,20.7,28.06,91.09,5.98,212.85,coconut
16.73,17.59,19.68,27.33,92.94,7.77,224.81,coconut
21.66,20.83,19.88,26.87,94.47,5.75,159.13,coconut
22.5,16.76,18.72,25.28,90.69,5.52,155.44,coconut
21.57,23.37,18.73,33.75,91.07,5.98,165.07,coconut
21.21,19.2,21.13,32.62,92.73,6.88,243.53,coconut
17.99,18.59,22.18,31.11,90.89,6.13,196.78,coconut
19.19,16.78,24.24,32.62,92.41,7.04,239.73,coconut
16.36,17.5,20.43,32.99,90.18,7.95,195.49,coconut
18.59,17.93,16.74,32.92,94.78,6.24,245.24,coconut
23.24,19.81,21.74,29.35,92.79,5.17,219.63,coconut
15.53,23.17,23.25,27.37,91.62,6.44,209.67,coconut
17.87,20.92,17.98,25.55,90.01,5.3,229.23,coconut
24.61,19.27,20.13,26.47,92.76,5.43,211.12,coconut
24.33,16.96,22.65,25.24,91.88,5.33,185.25,coconut
16.74,18.73,19.18,28.01,93.28,7.76,190.06,coconut
16.92,17.71,23.54,30.72,92.28,5.45,194.97,coconut
17.78,24.43,23.84,25.84,92.58,5.68,191.08,coconut
23.77,20.28,18.34,27.08,94.0,6.87,196.81,coconut
17.17,18.34,24.6,30.2,92.0,6.56,227.9,coconut
18.4,16.79,20.85,31.65,93.56,7.65,187.12,coconut
15.75,24.58,19.35,31.23,93.33,6.64,170.53,coconut
22.55,23.04,20.53,29.89,90.57,5.25,183.96,coconut
18.11,24.54,22.84,31.6,92.59,5.5,247.85,coconut
18.75,16.07,19.94,33.74,94.44,5.03,238.63,coconut
17.71,15.39,23.48,33.64,92.98,6.72,231.31,coconut
22.86,23.9,20.53,34.68,94.98,5.35,234.95,coconut
20.0,18.88,21.13,25.56,92.53,7.61,171.35,coconut
19.26,24.39,19.29,28.58,92.2,6.56,213.2,coconut
23.01,19.52,23.17,30.34,91.69,6.97,221.77,coconut
20.58,15.57,16.7,27.85,91.41,7.02,151.83,coconut
22.56,17.65,18.1,30.28,91.08,7.65,158.54,coconut
19.44,23.49,21.16,27.92,92.1,7.12,247.33,coconut
23.93,18.42,24.98,25.04,90.14,7.47,169.95,coconut
15.61,17.37,19.26,32.31,93.12,5.71,200.33,coconut
24.26,23.15,18.23,34.82,93.54,5.19,153.52,coconut
16.68,22.28,16.84,30.11,90.47,7.76,184.4,coconut
24.08,24.45,15.06,29.64,90.12,7.73,201.84,coconut
15.75,16.1,18.84,34.4,93.46,7.6,186.65,coconut
15.43,24.74,15.17,34.48,91.84,5.03,218.92,coconut
24.81,24.66,16.61,26.81,92.83,6.91,223.94,coconut
16.81,24.59,21.39,33.47,92.7,6.24,247.72,coconut
20.82,23.67,24.53,31.75,92.74,5.01,154.0,coconut
17.01,16.86,17.55,28.05,91.8,6.26,159.89,coconut
15.42,21.74,20.37,29.44,93.17,7.48,192.77,coconut
21.41,24.54,23.4,29.26,93.22,5.53,206.05,coconut
24.81,20.18,24.28,29.07,94.99,6.74,154.23,coconut
20.87,17.75,15.32,33.21,91.38,7.39,178.82,coconut
16.94,24.74,18.62,31.01,93.05,6.68,241.47,coconut
21.74,19.04,23.62,26.81,92.72,7.85,212.54,coconut
23.17,21.54,23.39,34.44,91.36,5.51,198.4,coconut
22.02,17.27,15.04,28.43,94.84,7.08,190.13,coconut
16.93,18.56,16.7,26.06,94.53,7.99,166.41,coconut
15.55,18.3,19.62,27.05,91.51,5.6,227.43,coconut
22.13,21.35,18.87,34.09,94.85,5.52,172.3,coconut
20.26,15.91,19.36,30.82,92.61,5.99,204.24,coconut
24.59,17.06,21.55,25.43,90.33,6.66,160.49,coconut
15.22,16.72,20.65,32.03,91.01,7.0,168.25,coconut
21.13,19.12,21.54,34.95,94.69,5.01,238.54,coconut
15.66,24.53,17.82,28.82,90.46,5.34,222.67,coconut
24.44,21.11,22.16,32.62,91.31,5.14,150.19,coconut
18.51,17.41,15.62,26.8,90.62,7.74,164.03,coconut
20.38,20.93,20.43,25.99,91.59,5.15,189.57,coconut
16.89,20.62,21.93,30.32,92.17,6.16,234.17,coconut
17.19,22.34,22.57,29.19,91.49,6.41,159.32,coconut
15.46,16.12,16.87,30.04,94.25,5.71,243.52,coconut
24.55,24.59,23.38,28.64,90.36,6.71,205.87,coconut
23.5,24.96,20.08,28.45,90.93,5.01,200.91,coconut
20.56,23.25,20.05,34.16,93.14,7.52,164.83,coconut
23.55,21.75,16.7,26.9,94.63,5.1,196.25,coconut
18.13,21.65,23.4,28.6,92.13,7.95,228.39,coconut
23.97,19.39,17.34,29.12,93.58,5.33,177.05,coconut
15.47,19.32,23.27,25.25,93.38,7.8,173.69,coconut
21.94,24.75,24.62,27.35,90.5,5.44,220.2,coconut
22.26,21.74,18.36,26.7,92.9,6.45,222.88,coconut
19.41,18.39,17.93,27.11,91.33,5.28,184.69,coconut
15.37,16.86,22.47,28.25,93.34,7.15,208.12,coconut
24.59,15.21,22.39,34.59,94.31,5.5,182.68,coconut
16.72,21.01,22.12,28.17,92.7,7.07,192.13,coconut
23.54,22.72,15.65,31.21,91.18,6.67,245.69,coconut
23.79,19.05,17.92,27.34,92.66,5.34,204.93,coconut
15.01,18.24,17.2,34.71,93.64,6.05,159.28,coconut
110.34,43.2,20.36,28.52,67.32,7.27,87.05,cotton
118.55,53.98,20.13,23.75,64.19,6.37,91.82,cotton
110.0,41.55,16.98,25.32,72.75,7.13,94.08,cotton
106.78,48.57,19.47,26.93,56.01,6.99,74.8,cotton
106.52,54.41,16.83,23.8,65.2,7.73,80.83,cotton
114.88,52.85,18.1,24.53,62.13,7.67,62.22,cotton
106.17,50.19,20.65,24.93,65.8,6.4,81.54,cotton
110.03,53.52,17.61,28.81,67.88,6.04,96.23,cotton
100.71,54.96,23.73,23.68,60.15,6.76,77.81,cotton
107.45,44.77,21.21,22.48,71.92,7.62,83.82,cotton
117.05,43.71,15.18,26.57,64.16,7.13,104.97,cotton
119.4,49.52,22.64,21.75,58.21,7.47,81.57,cotton
108.92,44.63,21.07,22.67,67.54,6.35,63.19,cotton
106.61,43.47,23.89,21.49,58.53,7.1,84.05,cotton
100.92,40.11,24.88,26.93,62.31,6.94,73.33,cotton
106.9,49.74,23.83,22.66,71.81,6.24,70.75,cotton
100.74,42.11,24.17,25.13,56.55,7.92,103.95,cotton
115.09,54.0,17.2,28.53,68.8,7.74,99.85,cotton
106.93,51.62,17.62,23.96,57.16,7.87,74.55,cotton
110.41,45.87,24.6,24.02,70.57,7.71,81.78,cotton
107.56,51.22,24.13,27.79,59.54,7.78,79.38,cotton
111.52,52.47,16.88,28.06,66.92,7.79,68.6,cotton
108.41,52.49,15.19,22.01,74.81,6.56,108.78,cotton
103.65,45.42,22.53,26.92,66.62,7.06,102.17,cotton
104.7,46.64,16.55,26.36,60.01,6.67,83.56,cotton
100.54,41.38,21.86,24.86,72.3,7.39,60.41,cotton
112.33,41.41,22.81,29.92,65.62,7.37,71.87,cotton
108.75,52.84,16.67,23.39,63.91,7.42,78.79,cotton
118.55,41.42,18.71,27.38,59.52,7.31,68.21,cotton
101.12,41.82,24.3,25.97,70.93,6.67,89.63,cotton
109.9,54.19,22.48,27.57,55.93,7.1,83.35,cotton
118.56,43.86,17.7,24.7,59.87,6.26,102.87,cotton
111.17,52.92,23.31,23.54,65.95,6.17,105.76,cotton
108.09,45.91,18.03,25.15,60.04,6.75,100.0,cotton
116.69,44.56,19.69,28.86,56.05,7.78,70.96,cotton
113.57,48.74,20.53,28.73,57.03,6.69,86.91,cotton
116.23,43.25,23.03,24.6,58.78,7.52,64.54,cotton
110.3,40.96,18.56,26.41,66.12,6.81,81.45,cotton
104.54,46.84,24.53,28.65,57.9,6.06,106.68,cotton
110.53,48.07,22.81,23.83,64.64,7.94,93.61,cotton
103.07,42.0,17.04,27.9,60.91,6.04,107.21,cotton
103.39,40.14,17.37,23.12,63.44,7.84,103.96,cotton
109.14,46.16,20.55,23.19,56.04,7.88,69.33,cotton
103.97,47.09,19.92,21.17,57.96,6.76,94.19,cotton
104.57,46.35,20.57,29.0,61.52,6.27,84.46,cotton
114.93,41.65,19.25,21.16,55.67,6.97,74.91,cotton
116.9,49.03,19.54,24.67,64.94,6.08,104.64,cotton
119.97,42.72,16.2,22.29,68.22,7.32,102.4,cotton
115.04,46.75,21.13,27.19,65.25,6.95,92.25,cotton
111.15,49.66,21.13,27.47,67.86,7.04,94.09,cotton
108.99,43.63,15.01,26.04,66.81,7.94,78.07,cotton
107.88,43.03,15.71,27.96,59.99,7.22,94.39,cotton
109.42,53.15,19.44,23.56,72.92,7.72,68.2,cotton
100.52,41.35,17.87,29.75,66.17,6.75,104.44,cotton
109.06,44.73,24.41,28.65,71.87,7.02,99.47,cotton
103.59,48.6,24.84,23.62,70.89,6.98,61.99,cotton
115.26,42.53,21.31,21.77,73.94,6.58,71.32,cotton
102.58,54.19,22.12,27.67,64.99,6.95,65.5,cotton
111.2,43.7,24.77,28.17,63.26,6.3,99.27,cotton
102.44,42.84,17.12,26.01,70.74,6.63,64.23,cotton
109.29,51.22,17.22,22.98,73.94,7.91,109.52,cotton
116.15,42.82,17.12,24.06,61.36,7.91,99.45,cotton
114.48,42.79,24.1,28.45,58.27,7.74,73.61,cotton
101.62,49.85,21.54,21.85,61.38,7.99,93.92,cotton
114.6,43.19,15.79,23.49,59.98,6.47,69.64,cotton
111.5,44.92,23.2,22.66,64.29,6.03,84.08,cotton
101.12,54.67,22.91,25.41,56.73,7.18,97.94,cotton
103.81,48.52,23.14,27.91,71.06,7.76,106.88,cotton
108.11,48.53,22.91,27.27,74.91,6.03,77.76,cotton
105.62,43.93,17.23,27.38,56.7,7.48,94.67,cotton
105.02,43.79,21.29,27.86,72.53,7.7,108.24,cotton
111.63,53.63,23.09,29.05,55.23,7.93,83.68,cotton
115.96,41.91,18.96,23.44,60.83,6.25,100.29,cotton
100.18,44.69,16.74,26.3,60.09,6.52,84.42,cotton
113.05,41.82,16.76,23.22,74.47,6.79,89.95,cotton
104.83,47.36,15.74,21.31,64.37,6.8,66.84,cotton
113.75,54.89,18.96,26.62,74.26,7.66,83.18,cotton
114.75,41.92,20.12,23.51,58.22,6.85,66.55,cotton
113.98,46.84,20.31,22.32,57.8,7.17,109.25,cotton
101.93,44.29,23.69,21.65,72.52,7.05,80.41,cotton
106.19,44.46,18.06,28.96,69.48,7.34,99.94,cotton
105.14,49.27,19.6,28.04,61.19,7.29,104.11,cotton
108.04,41.0,20.16,24.11,68.44,7.9,84.28,cotton
109.32,49.82,16.03,23.28,73.38,7.34,60.67,cotton
104.09,50.24,22.64,28.56,60.84,7.86,87.65,cotton
113.93,48.95,16.23,29.67,57.46,6.51,100.68,cotton
112.37,52.57,20.16,24.39,73.44,6.07,102.81,cotton
104.62,52.73,16.39,26.22,72.76,6.95,97.33,cotton
116.09,51.05,24.25,25.02,58.46,6.1,72.32,cotton
102.86,48.37,16.85,21.35,55.72,7.66,89.57,cotton
107.16,53.41,15.7,29.82,67.33,6.37,93.95,cotton
115.27,46.44,23.62,22.36,60.58,6.19,70.54,cotton
104.77,53.76,15.78,24.85,65.65,7.8,109.88,cotton
115.07,54.56,22.87,29.67,69.15,6.16,80.1,cotton
112.93,45.26,17.73,26.2,73.67,6.07,98.46,cotton
114.45,54.46,24.31,27.86,65.41,6.41,87.26,cotton
115.31,53.44,22.9,22.76,66.99,6.66,60.46,cotton
104.0,41.7,23.43,23.33,60.69,7.92,78.95,cotton
100.19,44.26,16.19,21.93,56.55,7.19,69.47,cotton
107.22,52.93,19.24,29.24,64.96,6.8,97.52,cotton
61.46,41.34,49.78,29.36,84.76,7.37,188.84,jute
71.93,47.51,54.72,33.14,87.79,6.38,227.25,jute
65.31,43.13,54.16,24.21,89.13,6.22,231.94,jute
65.52,45.26,43.25,30.44,73.7,6.99,151.56,jute
61.29,41.49,46.28,32.96,87.2,6.37,207.44,jute
75.37,44.33,46.14,29.76,68.37,6.04,165.28,jute
72.54,41.1,42.85,27.72,66.95,6.29,241.13,jute
60.39,49.8,45.77,31.4,79.72,6.34,234.72,jute
69.84,52.34,46.09,34.83,84.26,7.45,201.43,jute
69.47,51.33,53.2,34.61,73.11,7.2,171.06,jute
70.91,42.7,45.21,34.24,68.65,6.95,209.3,jute
62.41,44.89,48.44,26.06,85.02,7.46,171.48,jute
63.74,46.82,51.22,27.1,65.5,6.81,245.66,jute
67.83,46.3,54.53,31.64,82.98,6.84,247.46,jute
73.78,53.43,50.49,32.09,72.26,6.46,228.3,jute
65.93,48.44,43.74,32.99,67.76,7.24,210.27,jute
63.74,48.13,44.24,27.56,73.79,6.09,248.6,jute
60.63,49.94,45.57,31.11,73.91,7.01,222.92,jute
73.81,41.71,49.85,27.08,65.72,6.62,193.35,jute
69.34,50.57,44.63,27.47,66.51,7.03,206.78,jute
66.99,50.58,48.06,29.16,77.78,6.95,216.0,jute
65.78,42.11,42.35,31.03,86.82,6.61,166.95,jute
75.13,52.49,53.21,30.68,86.52,6.02,160.72,jute
61.85,50.69,41.04,29.46,76.82,6.47,237.04,jute
63.41,45.29,51.61,24.33,81.82,7.22,243.23,jute
77.53,44.79,48.8,24.85,71.45,6.14,181.52,jute
77.5,45.21,48.43,28.77,76.47,7.45,179.62,jute
72.55,46.3,40.92,29.38,85.33,6.15,156.96,jute
63.07,51.47,50.86,30.22,76.71,7.33,226.67,jute
76.24,52.2,49.64,29.04,86.62,7.39,152.38,jute
61.03,54.38,44.16,33.61,74.72,6.18,158.04,jute
63.13,43.75,47.33,31.72,89.66,6.66,201.82,jute
70.44,48.09,47.77,24.1,65.04,6.15,160.16,jute
74.1,43.07,53.42,34.21,89.4,7.41,177.19,jute
70.2,42.63,52.09,33.77,86.28,6.65,225.87,jute
61.95,40.6,51.3,28.68,89.89,6.15,235.56,jute
69.6,52.41,52.26,34.08,72.45,7.42,165.17,jute
61.64,46.47,52.42,29.21,85.73,7.09,170.94,jute
78.98,40.91,53.47,27.35,77.5,6.63,167.18,jute
67.16,42.89,43.06,26.06,77.23,7.2,206.9,jute
77.86,49.55,50.34,31.34,76.24,7.03,156.97,jute
77.2,51.67,43.68,32.45,65.32,6.33,156.51,jute
75.6,51.34,52.2,24.05,77.53,7.06,165.54,jute
73.0,41.26,42.72,29.23,81.34,6.22,168.52,jute
64.09,43.58,43.4,28.35,81.34,6.66,227.6,jute
74.39,41.9,40.73,33.66,67.0,6.22,152.21,jute
72.57,48.74,54.8,33.76,75.27,6.56,179.69,jute
63.05,42.07,41.98,25.26,71.01,6.46,246.16,jute
71.57,54.81,45.59,29.03,73.11,6.27,164.32,jute
78.9,54.8,40.67,25.65,75.59,6.28,186.39,jute
62.58,46.85,44.08,27.87,67.36,6.64,248.33,jute
66.58,53.15,52.65,34.47,84.75,6.99,235.66,jute
61.51,46.94,54.84,32.47,89.05,7.17,237.49,jute
74.13,51.41,47.85,34.17,85.63,7.27,217.3,jute
66.09,40.53,54.03,30.45,72.45,6.22,232.95,jute
76.73,52.22,49.68,28.03,72.6,6.01,233.36,jute
61.75,49.46,47.56,29.79,88.17,6.05,227.34,jute
61.04,40.57,46.45,24.69,84.73,6.79,152.9,jute
60.81,49.19,52.09,28.82,78.86,7.2,211.05,jute
64.5,49.2,49.42,32.08,80.52,7.45,169.73,jute
79.02,48.08,50.08,25.09,74.51,7.15,220.69,jute
60.8,48.2,41.32,34.95,87.43,6.03,235.86,jute
78.39,45.3,50.79,28.86,81.38,6.51,182.26,jute
68.49,42.18,52.47,27.84,75.0,7.34,199.66,jute
70.89,54.35,53.3,25.86,76.83,7.46,187.24,jute
67.43,42.93,41.71,32.14,84.25,7.45,227.34,jute
64.87,40.6,54.78,27.74,72.8,7.36,208.51,jute
64.3,53.34,54.9,24.95,86.56,6.59,202.41,jute
78.3,54.6,43.93,26.34,67.01,6.84,151.36,jute
68.24,41.1,46.08,24.44,85.88,6.31,182.83,jute
77.4,51.19,43.29,24.79,82.89,6.59,226.61,jute
68.91,45.19,46.77,32.23,87.56,6.07,202.41,jute
60.66,47.03,53.28,27.98,88.31,6.95,243.42,jute
75.14,41.55,43.47,28.34,69.25,6.74,197.14,jute
79.13,46.51,51.78,34.36,86.92,6.31,199.6,jute
66.95,46.0,45.41,33.09,76.3,6.79,248.24,jute
61.2,47.32,51.61,25.66,80.29,6.36,236.74,jute
66.54,44.94,48.97,26.02,72.12,6.62,185.36,jute
70.5,48.99,48.5,31.2,72.69,6.19,226.08,jute
77.02,43.86,46.11,29.48,78.33,6.99,154.16,jute
74.43,40.93,47.02,33.1,76.28,6.22,248.5,jute
77.79,51.57,46.17,26.02,88.54,6.8,235.24,jute
66.84,45.03,54.78,29.74,68.52,6.33,198.19,jute
60.85,46.94,46.28,32.57,73.87,7.47,168.08,jute
71.82,41.35,51.01,34.94,85.48,6.83,198.47,jute
76.7,54.04,54.84,28.36,89.77,6.23,175.35,jute
61.78,44.08,51.52,33.38,84.47,6.95,201.4,jute
74.17,45.86,52.62,31.45,82.45,6.8,238.52,jute
65.04,45.72,51.66,29.42,87.23,6.52,186.93,jute
77.77,46.97,47.74,27.66,71.92,6.98,161.98,jute
77.59,51.69,42.86,31.63,80.07,6.28,177.32,jute
68.18,50.49,49.58,29.85,84.21,7.14,211.79,jute
75.74,45.01,53.22,30.76,85.56,6.82,171.84,jute
70.85,45.57,50.46,29.23,85.9,7.02,218.45,jute
64.34,54.76,52.63,32.68,73.26,6.8,163.71,jute
70.77,42.19,48.3,31.14,74.75,6.75,237.57,jute
62.17,51.88,42.56,24.4,69.64,7.15,190.51,jute
77.45,47.87,40.33,31.88,67.76,7.18,166.81,jute
66.91,51.42,54.31,28.09,85.74,6.29,230.72,jute
73.15,42.89,44.54,25.45,74.57,6.31,214.4,jute
109.89,40.18,43.11,22.46,73.28,6.25,204.37,coffee
99.43,44.03,35.84,20.31,56.05,6.28,180.73,coffee
100.67,42.01,48.99,26.63,58.8,6.17,211.35,coffee
91.91,45.32,38.77,26.9,72.05,6.29,202.03,coffee
108.61,53.99,49.54,16.63,58.21,6.34,204.14,coffee
90.37,40.93,48.32,26.3,62.15,6.45,209.37,coffee
106.12,46.41,36.7,20.64,64.15,6.28,160.56,coffee
109.83,43.66,37.98,21.85,65.74,6.22,227.19,coffee
100.33,49.15,45.86,15.33,66.41,6.44,151.74,coffee
98.1,53.89,40.3,20.96,74.63,6.1,156.53,coffee
107.19,53.03,42.08,21.68,71.72,6.37,176.51,coffee
90.34,47.2,47.88,26.65,74.12,6.44,208.0,coffee
98.89,51.62,46.1,22.0,56.75,6.46,195.56,coffee
97.27,49.44,45.11,17.74,71.74,6.14,168.67,coffee
98.13,50.96,49.48,25.52,73.81,6.07,157.12,coffee
101.15,44.35,47.42,23.74,74.41,6.13,198.58,coffee
100.02,43.59,43.85,20.76,63.93,6.18,151.69,coffee
100.44,45.03,35.02,19.0,60.57,6.2,163.19,coffee
100.15,50.39,44.45,25.45,64.04,6.26,231.04,coffee
98.55,50.52,41.52,20.43,70.2,6.09,183.86,coffee
94.48,45.39,38.46,22.53,70.96,6.39,186.45,coffee
109.78,48.91,40.99,25.86,69.6,6.37,169.61,coffee
99.37,52.93,42.56,23.88,66.76,6.42,178.46,coffee
101.51,41.85,45.35,24.52,55.86,6.34,191.47,coffee
92.48,46.3,37.91,20.4,62.69,6.37,227.42,coffee
102.14,40.34,48.97,23.92,55.68,6.41,170.03,coffee
101.58,47.0,41.3,26.57,63.75,6.04,244.66,coffee
108.41,50.27,42.02,16.21,70.81,6.04,156.86,coffee
100.75,42.4,35.12,20.5,57.74,6.08,157.69,coffee
94.1,50.73,47.13,20.88,65.13,6.02,156.93,coffee
95.15,48.16,46.09,22.87,62.84,6.06,228.08,coffee
97.28,51.04,42.69,24.6,73.15,6.46,203.51,coffee
100.23,43.99,49.04,20.95,57.55,6.22,162.71,coffee
100.05,48.42,40.07,15.93,73.87,6.39,233.89,coffee
97.34,51.41,42.28,17.61,57.49,6.17,163.76,coffee
109.97,40.74,41.62,20.88,61.01,6.29,165.0,coffee
105.68,44.99,43.87,24.3,72.78,6.42,210.83,coffee
97.77,47.55,46.53,26.41,57.08,6.19,227.61,coffee
98.63,44.98,41.17,22.84,75.0,6.25,170.85,coffee
93.26,40.64,43.38,22.08,59.1,6.35,224.11,coffee
95.18,45.16,49.86,19.87,70.22,6.23,229.33,coffee
105.38,50.02,47.82,27.21,66.6,6.12,189.86,coffee
105.17,49.76,37.67,15.67,68.66,6.13,199.97,coffee
104.93,48.44,36.25,17.41,59.39,6.13,206.54,coffee
100.08,43.05,36.01,17.23,74.69,6.23,236.73,coffee
106.98,47.67,45.6,17.51,68.77,6.14,233.21,coffee
91.67,51.6,36.5,26.46,61.08,6.33,198.75,coffee
97.33,49.68,49.21,15.54,73.38,6.3,230.73,coffee
97.68,47.08,48.03,20.39,65.69,6.01,165.86,coffee
